Season,TeamA,TeamB,Predicted_Winner,Prob_Team_A_Wins,Prob_Team_B_Wins,AdjOE_diff,AdjDE_diff,EFG%_diff,EFGD%_diff,TOR_diff,TORD_diff,ORB_diff,DRB_diff,ADJ T_diff,WAB_diff
2026,Alabama,Queens,Alabama,0.9864675431519977,0.013532456848002306,14.834000000000003,-14.313000000000002,-1.2000000000000028,-4.799999999999997,-1.8000000000000007,-2.4000000000000004,1.4000000000000021,-0.20000000000000284,3.557000000000002,13.51511
2026,Alabama,Michigan,Michigan,0.3235280455267292,0.6764719544732708,1.862000000000009,11.758899999999997,-2.700000000000003,4.5,-3.6999999999999993,-2.9000000000000004,-3.599999999999998,5.099999999999998,1.8432999999999993,-7.44706
2026,Alabama,Howard,Alabama,0.9898419030464759,0.010158096953524098,26.03200000000001,-3.433000000000007,4.799999999999997,1.8000000000000043,-6.800000000000001,-8.700000000000001,-4.800000000000001,0.7999999999999972,4.011300000000006,13.4186
2026,Alabama,Georgia,Alabama,0.7316684700692622,0.26833152993073783,5.160000000000011,-1.9660000000000082,0.7999999999999972,-0.8999999999999986,-1.3000000000000007,-5.799999999999999,-3.400000000000002,-2.1000000000000014,1.0333000000000112,3.94677
2026,Alabama,Saint Louis,Alabama,0.9005874629588597,0.09941253704114028,10.00500000000001,0.5480000000000018,-4.300000000000004,4.400000000000006,-4.399999999999999,-3.5000000000000018,0.6999999999999993,5.799999999999997,2.0452999999999975,4.67673
2026,Alabama,Texas Tech,Texas Tech,0.4061674805619083,0.5938325194380917,3.209000000000003,3.9872999999999905,-0.8000000000000043,-0.19999999999999574,-2.9000000000000004,-2.0999999999999996,-1.4999999999999964,2.6999999999999957,6.6510000000000105,1.4914800000000001
2026,Alabama,Hofstra,Alabama,0.9264093701411587,0.07359062985884135,16.343000000000004,-2.094999999999999,3.8999999999999986,3.3000000000000043,-3.1000000000000014,-2.4000000000000004,-3.099999999999998,2.299999999999997,8.345399999999998,11.21679
2026,Alabama,Tennessee,Tennessee,0.48793546409703814,0.5120645359029619,8.021,7.282600000000002,3.799999999999997,1.5,-4.100000000000001,-3.700000000000001,-13.3,4.899999999999999,7.834400000000002,2.43187
2026,Alabama,Miami OH,Alabama,0.9697885105640764,0.030211489435923555,12.834000000000003,-4.793000000000006,-3.8000000000000043,-1.5999999999999943,-1.5,-4.9,6.5,4.699999999999996,3.117500000000007,4.09329
2026,Alabama,Virginia,Alabama,0.5843540610135127,0.4156459389864873,7.256,6.9602,0.7999999999999972,3.9000000000000057,-3.0,-3.0,-6.099999999999998,3.599999999999998,7.4816,-1.2150300000000005
2026,Alabama,Wright St.,Alabama,0.9626139485479511,0.037386051452048874,17.15100000000001,-6.222000000000008,1.0,-2.8999999999999986,-3.3000000000000007,-3.9000000000000004,-1.4000000000000021,3.599999999999998,6.082300000000004,13.116389999999999
2026,Alabama,Kentucky,Alabama,0.7208001096409028,0.2791998903590972,9.602000000000004,2.8238999999999947,2.299999999999997,0.4000000000000057,-2.0,-3.200000000000001,-1.9999999999999964,2.6999999999999957,4.739900000000006,3.2551099999999997
2026,Alabama,Santa Clara,Alabama,0.6734130611674618,0.3265869388325382,4.507000000000005,-0.9500000000000028,0.7999999999999972,-2.5999999999999943,-2.5999999999999996,-7.500000000000002,-4.900000000000002,0.5,3.8018,4.40647
2026,Alabama,Iowa St.,Iowa St.,0.34843276235681075,0.6515672376431892,5.75,10.176999999999992,-1.1000000000000014,-0.29999999999999716,-2.0999999999999996,-9.799999999999999,-3.4999999999999964,4.699999999999996,6.097500000000011,-0.8443200000000006
2026,Alabama,Tennessee St.,Alabama,0.9941126377170783,0.005887362282921749,21.72,-9.058999999999997,5.299999999999997,-2.0,-3.5,-7.4,-3.099999999999998,2.8999999999999986,2.9226000000000028,12.20361
2026,Hofstra,Siena,Hofstra,0.8447514230212098,0.15524857697879024,5.965000000000003,-4.01400000000001,0.8999999999999986,-2.700000000000003,0.10000000000000142,-2.1000000000000014,3.0,1.5,0.08340000000001169,3.10959
2026,Hofstra,Ohio St.,Ohio St.,0.09100615988852875,0.9089938401114712,-12.039999999999992,3.3079999999999927,-5.0,-4.399999999999999,0.7000000000000011,-0.8000000000000007,4.099999999999998,0.5,-1.4476999999999975,-7.55936
2026,Hofstra,TCU,TCU,0.30935843793733897,0.690641562062661,-1.6820000000000022,5.252600000000001,0.6000000000000014,-5.100000000000001,0.6000000000000014,-4.699999999999999,0.5,1.3000000000000007,-2.865799999999993,-7.0426
2026,Hofstra,St. John's,St. John's,0.0943315346698309,0.9056684653301691,-6.632999999999996,10.8018,0.5,-1.5,1.4000000000000021,-4.399999999999999,-1.0,0.3000000000000007,-4.890000000000001,-11.930679999999999
2026,Hofstra,Northern Iowa,Northern Iowa,0.3210073968050265,0.6789926031949736,3.4000000000000057,6.326299999999989,-2.700000000000003,-1.3000000000000043,1.5000000000000018,-3.1000000000000014,12.899999999999999,4.199999999999999,2.526900000000005,0.6088399999999998
2026,Hofstra,Kansas,Kansas,0.10721917489165718,0.8927808251083428,-4.647999999999996,10.533599999999993,-0.10000000000000142,0.6999999999999957,0.6000000000000014,1.0,5.399999999999999,0.3999999999999986,-2.8958999999999975,-10.93615
2026,Hofstra,Louisville,Louisville,0.09475317922158233,0.9052468207784177,-10.864000000000004,6.726100000000002,-4.899999999999999,-2.8999999999999986,-0.29999999999999716,-1.6999999999999993,2.0,3.6000000000000014,-4.998499999999993,-8.66733
2026,Hofstra,South Florida,South Florida,0.2777349391943178,0.7222650608056822,-3.605000000000004,3.512999999999991,0.6000000000000014,-2.5,0.9000000000000021,-3.8000000000000007,-3.3000000000000043,-1.3000000000000007,-6.687699999999992,-4.4128419999999995
2026,Hofstra,Michigan St.,Michigan St.,0.12354767720416493,0.8764523227958351,-9.748999999999995,8.709499999999991,-2.1000000000000014,-2.700000000000003,-1.0,0.1999999999999993,-3.6000000000000014,7.899999999999999,-1.266999999999996,-12.11346
2026,Hofstra,North Dakota St.,Hofstra,0.718760031465803,0.28123996853419697,1.7439999999999998,-1.1310000000000002,-1.8999999999999986,-5.600000000000001,0.5000000000000018,-3.6999999999999993,1.2999999999999972,4.800000000000001,-1.6430999999999898,-1.3144799999999996
