Team,AdjOE,AdjDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,ADJ T,WAB,Season
Houston,116.542,88.4978,0.959522,53.1,43.3,16.9,21.7,37.7,28.0,63.7156,6.15589,2022
UAB,111.82,99.1175,0.800066,52.8,48.4,16.4,21.1,33.3,27.5,68.8924,-0.106992,2022
Illinois,111.928,92.9694,0.89419,52.5,46.0,18.1,15.5,33.1,26.6,67.0858,4.14305,2022
Chattanooga,107.3,97.2549,0.755899,52.2,49.4,17.0,18.1,32.7,26.2,64.6152,0.202146,2022
Iowa St.,101.748,88.3938,0.834516,49.1,47.9,20.4,24.6,28.4,28.3,66.3088,2.82004,2022
LSU,106.307,89.6514,0.876497,49.4,45.1,20.7,25.1,33.8,30.9,68.6745,2.27532,2022
Miami FL,113.56,97.8776,0.846715,53.4,52.5,14.0,20.4,22.4,30.3,67.7112,2.57491,2022
USC,108.625,96.1822,0.802029,51.2,44.7,17.9,14.4,33.5,26.7,66.1899,4.08401,2022
Michigan St.,111.624,96.6101,0.840399,52.0,48.1,18.8,15.3,30.7,27.1,67.5936,2.87539,2022
Davidson,115.788,101.113,0.826135,55.6,49.5,14.8,16.7,23.6,22.4,64.6281,2.13365,2022
Alabama,115.165,98.2665,0.861146,51.3,49.8,19.8,17.9,35.3,30.5,71.8272,1.95279,2022
Ohio St.,115.454,98.5166,0.861098,54.3,47.6,17.1,15.5,29.3,28.7,65.1471,1.31708,2022
Loyola Chicago,106.911,92.3159,0.843963,55.6,46.9,18.5,20.1,25.1,24.0,64.593,1.75721,2022
Purdue,121.585,97.5219,0.92664,56.5,49.1,17.5,14.0,35.2,23.8,66.01,6.99988,2022
Yale,99.3942,97.8563,0.544712,49.7,48.9,18.3,18.2,25.6,26.7,68.848,-4.87028,2022
TCU,108.601,92.0723,0.869747,48.7,47.4,21.4,18.6,37.7,26.1,65.8925,2.91773,2022
Seton Hall,105.402,93.4465,0.799708,47.2,45.6,17.7,18.5,32.3,29.1,67.5787,1.91851,2022
Texas,112.505,91.4909,0.915113,50.1,47.0,17.8,23.0,31.6,29.8,63.5326,3.35083,2022
Virginia Tech,115.561,95.2077,0.902735,55.1,49.0,17.0,18.7,27.8,26.2,63.2907,1.73121,2022
Texas Tech,110.511,85.4099,0.950875,52.6,45.8,19.8,23.2,33.2,25.8,66.316,6.56543,2022
Montana St.,103.581,102.48,0.53069,53.9,49.4,18.7,18.2,26.7,23.5,67.0508,-2.83343,2022
Villanova,117.165,92.987,0.934495,51.5,47.3,15.5,18.4,31.2,28.9,62.1958,7.27418,2022
Delaware,106.513,103.144,0.59136,53.4,49.6,18.3,18.5,26.7,31.3,66.6228,-5.45337,2022
Wisconsin,108.677,93.3988,0.85097,47.7,49.0,13.0,17.0,25.9,24.4,66.4128,6.44672,2022
Colgate,106.994,103.198,0.602385,55.6,48.9,16.9,16.0,26.6,25.1,66.9979,-6.10512,2022
