Team,AdjOE,AdjDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,ADJ T,WAB,Season
Idaho,108.827,106.174,0.570481,51.9,50.3,15.0,15.2,28.9,24.2,67.4242,-8.85448,2026
Arizona,126.931,91.3908,0.977638,55.1,45.0,15.1,16.7,38.1,26.9,70.0266,13.6738,2026
LIU,103.643,109.78,0.340406,53.3,49.8,19.0,18.9,34.3,32.6,67.8289,-5.76905,2026
Villanova,119.597,100.543,0.880348,53.7,51.3,15.1,18.7,32.4,31.7,64.9464,3.95143,2026
Utah St.,123.026,102.091,0.895213,56.6,49.6,15.4,20.6,33.1,32.2,67.5537,4.00133,2026
Wisconsin,127.184,101.645,0.929409,54.5,51.3,12.8,14.4,29.4,28.2,68.694,5.38577,2026
High Point,115.692,107.507,0.699266,54.7,50.1,13.0,21.9,32.1,31.7,69.8891,-1.42379,2026
Arkansas,127.938,101.644,0.933748,56.5,51.4,12.3,15.7,32.2,31.2,70.9743,7.54808,2026
Hawaii,106.87,101.839,0.635179,52.0,46.4,18.9,16.9,31.4,25.0,69.581,-3.7283,2026
BYU,124.75,104.321,0.88661,54.7,51.2,15.3,16.5,34.6,29.3,69.7791,4.55687,2026
Texas,124.028,106.396,0.853635,54.2,51.2,15.3,13.4,35.7,26.9,67.0987,-0.201561,2026
Gonzaga,120.31,94.0171,0.944584,56.3,46.2,13.7,20.5,34.8,25.9,68.9324,7.37501,2026
Kennesaw St.,110.807,109.511,0.533784,50.7,48.5,16.7,16.1,35.5,31.3,71.2667,-7.9699,2026
Miami FL,121.088,101.45,0.884413,55.6,51.7,16.2,18.4,37.0,26.3,67.9297,3.85792,2026
Missouri,119.946,103.049,0.851477,55.3,51.4,18.0,16.6,35.5,31.4,66.3797,1.16187,2026
Purdue,133.312,100.255,0.963637,57.6,52.3,13.5,15.6,36.3,26.4,64.4364,9.1981,2026
Queens,114.679,117.113,0.439923,56.6,54.0,14.8,15.0,30.4,33.0,69.5022,-6.95807,2026
Michigan,127.651,91.0411,0.979903,58.1,44.7,16.7,15.5,35.4,27.7,71.2159,14.0041,2026
Howard,103.481,106.233,0.425106,50.6,47.4,19.8,21.3,36.6,32.0,69.0479,-6.86156,2026
Georgia,124.353,104.766,0.877719,54.6,50.1,14.3,18.4,35.2,34.9,72.0259,2.61027,2026
Saint Louis,119.508,102.252,0.857325,59.7,44.8,17.4,16.1,31.1,27.0,71.0139,1.88031,2026
Texas Tech,126.304,98.8127,0.943898,56.2,49.4,15.9,14.7,33.3,30.1,66.4082,5.06556,2026
Akron,117.195,105.376,0.772507,58.5,50.6,15.5,18.4,33.5,29.9,70.3207,-0.193485,2026
Alabama,129.513,102.8,0.934411,55.4,49.2,13.0,12.6,31.8,32.8,73.0592,6.55704,2026
Hofstra,113.17,104.895,0.70541,51.5,45.9,16.1,15.0,34.9,30.5,64.7138,-4.65975,2026
Tennessee,121.492,95.5174,0.940821,51.6,47.7,17.1,16.3,45.1,27.9,65.2248,4.12517,2026
Miami OH,116.679,107.593,0.717547,59.2,50.8,14.5,17.5,25.3,28.1,69.9417,2.46375,2026
Virginia,122.257,95.8398,0.942655,54.6,45.3,16.0,15.6,37.9,29.2,65.5776,7.77207,2026
Wright St.,112.362,109.022,0.585886,54.4,52.1,16.3,16.5,33.2,29.2,66.9769,-6.55935,2026
Kentucky,119.911,99.9761,0.89002,53.1,48.8,15.0,15.8,33.8,30.1,68.3193,3.30193,2026
Santa Clara,125.006,103.75,0.895045,54.6,51.8,15.6,20.1,36.7,32.3,69.2574,2.15057,2026
Iowa St.,123.763,92.623,0.965546,56.5,49.5,15.1,22.4,35.3,28.1,66.9617,7.40136,2026
Tennessee St.,107.793,111.859,0.395114,50.1,51.2,16.5,20.0,34.9,29.9,70.1366,-5.64657,2026











































