Team,AdjOE,AdjDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,ADJ T,WAB
St. Bonaventure,111.236,104.161,0.680417,52.3,51.1,16.2,19.2,29.7,28.5,65.5408,-5.05652
Oregon St.,106.403,104.696,0.546361,49.8,51.3,18.3,16.8,26.2,31.1,65.1902,-7.80905
Lipscomb,109.248,113.779,0.38525,56.2,53.5,14.2,16.1,23.2,29.3,69.2788,-7.39053
Kennesaw St.,103.743,113.075,0.2708,51.5,53.1,16.0,17.6,30.0,30.5,74.1087,-12.5928
James Madison,111.842,100.699,0.769744,53.9,47.2,14.9,19.7,31.8,27.7,69.8783,1.37456
Georgetown,109.834,110.76,0.475885,48.6,55.7,17.9,16.4,33.4,30.7,66.7201,-10.3798
USC Upstate,99.2945,108.486,0.265393,49.6,52.0,16.4,18.6,23.9,34.3,67.1603,-15.3295
Morgan St.,96.5748,113.771,0.131871,47.4,52.0,20.2,18.2,29.5,37.2,70.7067,-15.5612
New Hampshire,97.9934,106.785,0.271294,47.9,50.5,16.6,16.4,23.5,25.5,71.4452,-9.41736
Iowa St.,113.612,87.669,0.951709,52.0,47.4,15.4,25.3,31.1,29.4,67.3506,6.27418
Vermont,104.292,98.7434,0.652205,51.6,46.8,13.9,15.1,22.3,23.5,63.3166,-1.35157
Purdue,126.02,94.4613,0.964935,55.8,47.5,16.4,13.7,37.7,24.3,67.1072,10.6251
Drake,114.771,100.098,0.828222,54.7,50.8,13.8,17.5,24.1,22.5,67.9276,1.62353
Marquette,118.629,94.8734,0.928892,55.0,49.8,14.3,21.1,25.7,30.8,69.0772,6.55155
Holy Cross,99.5347,121.094,0.0949477,50.1,53.6,16.5,12.8,23.2,28.1,65.8109,-19.3184
Houston,119.642,86.4804,0.976632,50.3,44.0,13.8,24.4,36.8,31.2,63.4388,9.95308
Hampton,95.4954,111.31,0.146503,46.7,51.6,17.9,15.0,27.9,31.9,69.8419,-20.1193
Western Michigan,98.2577,111.364,0.191562,48.7,50.9,19.7,15.5,33.7,29.6,68.4938,-15.2401
New Mexico St.,99.5858,108.346,0.274976,46.9,50.9,17.7,15.8,25.4,29.6,66.3074,-12.6297
Ball St.,102.271,109.779,0.30689,50.8,51.3,18.2,16.2,27.3,27.9,66.7312,-12.5284
Milwaukee,106.341,112.698,0.339013,51.0,50.6,17.9,15.5,36.0,32.6,69.9618,-9.91168
Portland,103.853,112.472,0.285593,50.5,55.3,17.1,13.2,23.6,28.8,67.7772,-13.2735
Albany,104.217,110.904,0.328446,50.4,51.4,17.7,17.0,30.6,29.4,73.1185,-13.9456
Washington St.,112.845,96.7177,0.854892,51.8,47.2,16.4,15.7,32.9,25.0,64.8367,1.83201
Tarleton St.,108.482,105.162,0.588414,50.0,50.4,16.6,20.0,30.1,32.7,66.6389,-2.92419
San Francisco,109.905,98.2553,0.783894,55.0,49.5,16.8,19.8,29.1,24.3,67.1497,-2.38819
Bucknell,98.7364,106.872,0.286887,50.4,49.5,18.9,16.4,25.9,28.6,64.9236,-14.6056
Connecticut,127.966,91.2711,0.979889,56.9,44.4,14.5,16.0,36.7,26.7,64.6459,11.2371
Southern Indiana,96.6535,111.722,0.158938,45.6,49.5,19.4,16.6,27.0,28.5,69.1625,-19.16
Florida Gulf Coast,102.101,108.33,0.336036,52.1,52.8,17.6,15.8,29.6,28.3,63.9627,-13.2855
San Jose St.,104.723,109.579,0.372556,51.4,54.4,15.6,15.9,22.4,30.2,65.8424,-14.0709
Utah Valley,98.7477,99.5579,0.476525,47.1,48.0,18.1,18.1,28.5,27.2,67.7629,-9.61684
Missouri,108.41,104.969,0.5917,50.2,51.4,16.8,18.7,26.8,35.8,66.7238,-11.4397
Cincinnati,111.302,95.7484,0.849544,50.3,47.7,17.3,17.3,36.2,25.3,67.3858,-1.37658
South Dakota St.,108.249,105.194,0.581548,55.2,51.3,16.6,16.4,24.4,25.1,67.93,-7.64642
Boston University,98.2031,108.248,0.246013,47.8,50.0,17.7,16.9,26.6,23.0,65.9228,-14.1815
Air Force,106.361,112.183,0.351397,53.8,54.2,18.8,17.6,23.8,31.5,62.0073,-13.815
Texas Tech,116.887,99.3146,0.866868,52.6,49.2,16.5,17.0,30.2,30.3,66.541,2.78113
Bradley,111.576,98.8301,0.801388,55.1,47.6,18.1,18.3,28.1,28.2,66.3341,-3.48218
Troy,106.892,102.317,0.62316,50.1,49.8,19.6,20.8,34.8,30.7,69.7308,-7.45103
Gonzaga,123.551,99.0677,0.926883,57.0,47.3,14.0,16.1,33.2,27.7,68.8258,2.38911
South Florida,110.515,101.013,0.737667,51.8,47.9,15.6,18.5,28.2,30.5,67.9709,-0.835257
Stonehill,90.8688,114.474,0.0656378,46.7,52.7,19.5,16.6,22.5,31.0,68.2119,-21.9991
Loyola MD,93.7918,112.415,0.110776,47.2,53.3,20.4,15.6,29.2,26.4,65.8225,-20.9278
Belmont,109.525,102.205,0.689009,55.0,51.1,16.7,16.4,21.0,27.5,71.2549,-5.28408
Siena,90.3721,112.773,0.0726553,44.7,51.8,23.4,14.8,33.2,31.2,66.0795,-23.8075
Southern Utah,104.445,111.342,0.324013,48.4,52.6,16.9,17.0,27.9,33.0,69.6091,-15.1438
N.C. State,114.23,99.108,0.836584,50.7,49.5,13.8,17.5,28.2,29.1,67.7341,-0.424358
Pittsburgh,116.725,98.8459,0.871242,51.6,49.0,13.4,16.6,31.0,23.8,65.9254,0.611621
Montana,110.084,110.104,0.499496,54.7,50.7,15.1,14.0,25.3,26.8,66.1198,-6.0011
Massachusetts,111.171,102.389,0.72038,50.6,48.5,16.0,18.9,36.5,30.1,68.3982,-4.80957
Mount St. Mary's,102.181,107.253,0.364222,53.2,49.3,20.7,18.0,30.2,27.9,69.0235,-15.0002
Bryant,100.217,101.007,0.477446,50.7,45.4,15.8,16.7,20.4,30.2,74.2592,-7.32081
Syracuse,112.334,100.837,0.775867,51.3,52.8,15.9,20.1,24.1,31.8,70.8718,0.165419
Jacksonville St.,101.397,105.132,0.397455,48.2,50.5,20.3,18.2,33.8,25.3,64.6864,-13.0442
McNeese St.,110.983,101.633,0.733444,54.2,48.3,14.0,22.9,31.9,30.6,65.5375,0.566823
Quinnipiac,105.106,105.269,0.495558,50.3,48.9,17.1,17.7,31.6,28.1,71.1812,-5.46656
Rhode Island,106.137,109.393,0.41397,51.5,52.6,18.5,13.1,29.1,28.2,68.745,-12.2317
Detroit Mercy,96.8211,116.193,0.109343,47.3,55.9,19.4,17.3,25.9,35.2,67.1781,-24.7714
Radford,107.588,111.386,0.40157,50.8,50.9,16.2,15.8,30.7,34.0,63.6672,-11.172
East Tennessee St.,102.24,103.832,0.455703,46.9,50.9,18.1,18.8,35.1,29.4,67.0096,-9.79758
Duquesne,107.013,97.0424,0.754858,50.0,48.5,17.4,19.2,29.8,30.3,66.1493,-2.10151
Virginia Tech,115.8,101.313,0.823028,53.8,51.0,16.2,16.9,25.0,26.2,67.9036,-2.14639
VCU,108.038,98.3938,0.745611,51.8,46.8,18.2,16.7,27.8,26.9,65.4814,-4.14017
North Dakota St.,103.276,111.246,0.298422,53.3,53.7,16.8,13.2,24.3,24.7,65.7652,-12.0183
Northwestern St.,97.169,111.259,0.174052,47.7,51.9,19.3,18.5,29.8,34.1,67.6048,-18.5363
Fairfield,107.25,109.856,0.431408,52.0,52.5,15.5,20.2,27.9,30.6,68.4289,-8.12932
Arkansas,110.047,102.905,0.683863,50.5,50.4,16.3,15.1,25.2,29.8,70.7404,-4.93323
Cal St. Bakersfield,100.127,106.652,0.326088,47.0,50.0,18.3,18.6,32.9,31.2,64.8004,-13.8323
George Washington,106.396,109.822,0.409876,51.5,49.8,17.1,13.9,25.9,29.2,70.136,-10.2006
UNC Asheville,106.222,107.072,0.477086,52.1,50.1,17.1,16.9,27.3,31.4,68.2562,-6.82216
Dayton,116.74,100.601,0.846961,56.2,48.3,16.0,15.9,26.4,28.6,64.1867,2.32101
Stephen F. Austin,100.348,102.178,0.448233,49.4,49.6,21.9,22.9,33.3,30.4,69.4072,-9.43417
Arkansas St.,112.75,109.254,0.589584,51.5,50.5,15.9,14.2,34.5,28.8,68.0832,-9.03043
Army,90.7095,109.26,0.105294,47.1,50.3,18.9,16.6,27.0,25.5,63.1452,-19.5338
Southeast Missouri St.,90.6487,112.016,0.0806189,45.1,52.0,17.3,17.2,24.0,29.5,69.3286,-18.2766
Binghamton,101.809,110.318,0.284324,49.4,50.0,18.0,13.3,29.1,25.0,66.6447,-10.6967
George Mason,108.963,100.652,0.713493,52.0,48.0,18.1,16.4,31.7,27.4,63.9144,-4.77813
Old Dominion,98.0839,108.439,0.239721,47.6,51.3,15.0,18.0,25.2,31.2,69.8958,-19.492
Green Bay,101.977,109.315,0.310225,52.4,49.4,18.6,14.0,27.3,28.4,63.6751,-9.16195
UNC Greensboro,109.015,106.671,0.562162,53.2,49.5,16.3,17.7,29.3,30.5,64.8368,-5.6386
Little Rock,105.968,107.143,0.468323,52.6,48.2,17.5,17.8,31.9,30.0,68.9958,-9.62398
Austin Peay,107.234,115.022,0.308695,50.4,53.1,13.3,16.6,29.9,31.6,64.5941,-10.516
Rutgers,98.3404,92.0975,0.680105,43.5,47.2,16.6,21.7,30.2,31.3,67.9048,-3.85471
Nicholls St.,103.722,109.913,0.339231,51.5,49.8,19.0,16.4,27.6,32.2,66.3062,-8.25123
Sacramento St.,97.855,109.968,0.207167,48.7,54.1,22.8,15.6,34.1,25.8,64.0555,-19.2024
William & Mary,100.024,112.616,0.203668,48.3,52.2,16.3,14.4,27.4,29.1,65.9639,-18.7125
Colgate,102.87,102.926,0.498459,53.3,47.9,16.2,16.2,25.1,24.8,66.2694,-4.20719
USC,110.55,99.2266,0.776027,51.7,50.2,17.9,18.8,29.0,32.2,68.254,-5.15561
Merrimack,95.9022,100.094,0.379422,49.8,46.2,19.0,23.2,22.3,34.6,67.291,-7.71627
Purdue Fort Wayne,103.598,103.95,0.490256,53.5,51.6,14.7,21.7,23.0,29.2,70.7987,-7.80579
Illinois St.,102.39,104.943,0.429654,47.7,50.9,17.1,16.4,28.9,26.0,63.8241,-10.1238
Manhattan,95.1324,112.278,0.129476,47.2,53.1,19.2,16.9,24.8,30.1,68.4436,-18.4495
Utah,114.172,97.8705,0.854673,54.4,48.8,16.1,14.1,27.5,25.8,69.9013,-1.23583
Louisiana Tech,108.114,99.4963,0.72217,50.6,45.6,18.8,17.6,33.8,28.0,65.7565,-4.36974
Youngstown St.,107.064,104.544,0.56805,50.4,49.0,15.5,16.5,33.9,28.7,68.9709,-6.00638
Jacksonville,98.8771,109.756,0.231412,48.7,52.3,19.2,17.4,34.6,30.7,65.8824,-12.0615
Tennessee St.,97.978,108.166,0.242748,48.8,48.8,19.7,18.6,28.4,32.0,68.377,-11.3951
Stanford,110.011,102.83,0.684871,54.3,51.9,17.8,15.5,23.2,27.3,69.657,-7.13194
Longwood,104.124,105.568,0.460483,49.1,51.9,18.3,19.4,36.3,25.9,66.851,-8.75184
Sacred Heart,101.366,111.446,0.251584,51.5,51.6,17.1,20.1,25.9,32.6,69.315,-12.7224
Western Kentucky,105.48,101.781,0.601209,51.7,48.6,18.4,18.4,28.7,26.7,75.1028,-6.64
UT Arlington,109.296,103.533,0.650874,52.1,49.0,21.5,18.6,32.8,29.4,70.8757,-6.29452
Fordham,100.604,102.305,0.451939,46.7,50.4,18.2,19.7,32.5,27.4,68.9002,-12.5618
Alabama St.,92.439,105.007,0.187552,41.0,49.1,16.3,20.0,31.7,29.1,67.2306,-13.8176
Wichita St.,104.941,101.685,0.589647,49.8,48.5,17.8,14.8,31.8,28.7,68.2112,-11.3108
Oakland,108.862,104.588,0.613171,51.9,50.6,15.9,16.2,30.4,28.8,66.5921,-4.25321
Boise St.,113.674,97.7795,0.849688,51.0,49.8,16.4,16.9,32.9,23.1,66.4829,0.657174
